"","rules","support","confidence","lift"
"468","{CARRIER=US,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.167651067696502,0.915632754342432,1.13666536509176
"473","{Time.Bins=2,CARRIER=RU,DEST=EWR} => {Flight.Status=0}",0.0754202635165834,0.747747747747748,0.928253126222669
"479","{CARRIER=RU,DEST=EWR,ORIGIN=DCA} => {Flight.Status=0}",0.060881417537483,0.827160493827161,1.02683601066756
"486","{CARRIER=RU,DEST=EWR,Weather=0} => {Flight.Status=0}",0.142662426169923,0.775308641975309,0.962467186118248
"490","{Time.Bins=2,CARRIER=RU,Weather=0} => {Flight.Status=0}",0.0754202635165834,0.751131221719457,0.932453366612817
"492","{CARRIER=RU,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.060881417537483,0.832298136645963,1.03321387408785
"495","{Time.Bins=2,CARRIER=DH,ORIGIN=IAD} => {Flight.Status=0}",0.100863243980009,0.730263157894737,0.906547778074628
"505","{CARRIER=DH,ORIGIN=IAD,Weather=0} => {Flight.Status=0}",0.17810086324398,0.764132553606238,0.948593203884562
"509","{Time.Bins=2,CARRIER=DH,Weather=0} => {Flight.Status=0}",0.110858700590641,0.755417956656347,0.937774914044342
"512","{DEST=EWR,ORIGIN=IAD,Weather=0} => {Flight.Status=0}",0.0999545661063153,0.758620689655172,0.941750782815022
"514","{Time.Bins=1,DEST=EWR,Weather=0} => {Flight.Status=0}",0.0817810086324398,0.878048780487805,1.09000866658413
"517","{Time.Bins=2,DEST=EWR,Weather=0} => {Flight.Status=0}",0.117673784643344,0.73371104815864,0.910827984769976
"519","{DEST=EWR,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.0917764652430713,0.798418972332016,0.991156321546964
"521","{Time.Bins=1,ORIGIN=IAD,Weather=0} => {Flight.Status=0}",0.0704225352112676,0.842391304347826,1.04574351994899
"523","{Time.Bins=2,ORIGIN=IAD,Weather=0} => {Flight.Status=0}",0.128577919127669,0.758713136729222,0.941865546498037
"524","{Time.Bins=1,DEST=LGA,ORIGIN=DCA} => {Flight.Status=0}",0.14311676510677,0.884831460674157,1.09842867735128
"531","{Time.Bins=1,DEST=LGA,Weather=0} => {Flight.Status=0}",0.169468423443889,0.883886255924171,1.09725530134749
"534","{Time.Bins=1,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.185824625170377,0.904867256637168,1.12330108959865
"536","{Time.Bins=2,DEST=LGA,ORIGIN=DCA} => {Flight.Status=0}",0.161290322580645,0.870098039215686,1.08013862623448
"543","{Time.Bins=2,DEST=LGA,Weather=0} => {Flight.Status=0}",0.184461608359836,0.840579710144927,1.0434946091534
"545","{Time.Bins=2,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.236256247160382,0.829346092503987,1.029549210153
"547","{DEST=LGA,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.380736029077692,0.877486910994764,1.08931116249265
"551","{Time.Bins=3,DEST=LGA,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.0667878237164925,0.84,1.04277495769882
"555","{CARRIER=MQ,DEST=LGA,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.0654248069059518,0.730964467005076,0.907418382333995
"559","{DEST=LGA,ORIGIN=DCA,Weather=0,DAY_WEEK=4} => {Flight.Status=0}",0.064970467969105,0.856287425149701,1.06299414706965
"567","{CARRIER=DH,DEST=JFK,ORIGIN=IAD,Weather=0} => {Flight.Status=0}",0.0758746024534303,0.822660098522167,1.02124922552019
"571","{Time.Bins=2,CARRIER=DH,DEST=JFK,Weather=0} => {Flight.Status=0}",0.0631531122217174,0.837349397590361,1.03948450315645
"574","{Time.Bins=2,CARRIER=DL,DEST=LGA,ORIGIN=DCA} => {Flight.Status=0}",0.0613357564743299,0.918367346938776,1.14006008494768
"581","{Time.Bins=2,CARRIER=DL,DEST=LGA,Weather=0} => {Flight.Status=0}",0.0613357564743299,0.924657534246575,1.1478687156665
"584","{Time.Bins=2,CARRIER=DL,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.06860517946388,0.857954545454545,1.06506370814746
"587","{CARRIER=DL,DEST=LGA,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.147660154475239,0.915492957746479,1.13649182177101
"591","{DEST=LGA,ORIGIN=DCA,Weather=0,DAY_WEEK=5} => {Flight.Status=0}",0.06860517946388,0.877906976744186,1.08983263159275
"594","{Time.Bins=1,CARRIER=US,DEST=LGA,ORIGIN=DCA} => {Flight.Status=0}",0.0617900954111767,0.912751677852349,1.13308880031191
"601","{Time.Bins=1,CARRIER=US,DEST=LGA,Weather=0} => {Flight.Status=0}",0.0617900954111767,0.918918918918919,1.14074480571943
"604","{Time.Bins=1,CARRIER=US,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.0617900954111767,0.918918918918919,1.14074480571943
"606","{Time.Bins=2,CARRIER=US,DEST=LGA,ORIGIN=DCA} => {Flight.Status=0}",0.0658791458427987,0.92948717948718,1.1538642312754
"613","{Time.Bins=2,CARRIER=US,DEST=LGA,Weather=0} => {Flight.Status=0}",0.0658791458427987,0.92948717948718,1.1538642312754
"616","{Time.Bins=2,CARRIER=US,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.0658791458427987,0.92948717948718,1.1538642312754
"619","{CARRIER=US,DEST=LGA,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.167651067696502,0.915632754342432,1.13666536509176
"623","{Time.Bins=2,CARRIER=RU,DEST=EWR,Weather=0} => {Flight.Status=0}",0.0754202635165834,0.751131221719457,0.932453366612817
"627","{CARRIER=RU,DEST=EWR,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.060881417537483,0.832298136645963,1.03321387408785
"631","{Time.Bins=2,CARRIER=DH,ORIGIN=IAD,Weather=0} => {Flight.Status=0}",0.100863243980009,0.75,0.931049069373942
"635","{Time.Bins=1,DEST=LGA,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.14311676510677,0.897435897435897,1.11407580950728
"639","{Time.Bins=2,DEST=LGA,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.161290322580645,0.878712871287129,1.09083306807838
"643","{Time.Bins=2,CARRIER=DL,DEST=LGA,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.0613357564743299,0.924657534246575,1.1478687156665
"647","{Time.Bins=1,CARRIER=US,DEST=LGA,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.0617900954111767,0.918918918918919,1.14074480571943
"651","{Time.Bins=2,CARRIER=US,DEST=LGA,ORIGIN=DCA,Weather=0} => {Flight.Status=0}",0.0658791458427987,0.92948717948718,1.1538642312754
